     12893,   8288,   8208,  13600,   8336
     12998,   8304,   7728,  13648,   7872
     13059,   8304,   8416,  13616,   7680
     13119,   8288,   8304,  13616,   8208
     13179,   8272,   7760,  13648,   7968
     13239,   8304,   8352,  13616,   8032
     13299,   8304,   8000,  13616,   8208
     13359,   8272,   7792,  13600,   8032
     13419,   8320,   7984,  13648,   7680
     13479,   8320,   8416,  13648,   7680
     13539,   8304,   8112,  13632,   7664
     13599,   8288,   8016,  13600,   7680
     13664,   8304,   7792,  13632,   7664
     13724,   8288,   7760,  13632,   7680
     13784,   8320,   8224,  13648,   7872
     13844,   8320,   8352,  13648,   8256
     13904,   8272,   8416,  13600,   8224
     13964,   8320,   8080,  13632,   8144
     14024,   8320,   8048,  13632,   8128
     14084,   8288,   8048,  13648,   7984
     14144,   8304,   7792,  13616,   7696
     14204,   8304,   8016,  13616,   7888
     14264,   8320,   8272,  13648,   7856
     14324,   8288,   8368,  13632,   8272
     14389,   8304,   8416,  13600,   8144
     14449,   8288,   7792,  13632,   7840
     14509,   8272,   7744,  13648,   7664
     14569,   8304,   7888,  13648,   7680
     14629,   8320,   8144,  13616,   8000
     14689,   8304,   8496,  13616,   8176
     14749,   8304,   7904,  13632,   7984
     14809,   8304,   7760,  13664,   7680
     14869,   8320,   8000,  13664,   7696
     14929,   8304,   7952,  13648,   7808
     14989,   8288,   8384,  13648,   8016
     15054,   8288,   8368,  13648,   8128
     15114,   8320,   8192,  13632,   8240
     15174,   8304,   8048,  13632,   8144
     15234,   8288,   7904,  13616,   7872
     15294,   8320,   7856,  13648,   7872
     15354,   8304,   8112,  13648,   8224
     15414,   8288,   8400,  13648,   8240
     15474,   8320,   8496,  13648,   8176
     15534,   8320,   8192,  13648,   7936
     15594,   8288,   7984,  13648,   7808
     15654,   8320,   7824,  13632,   7616
     15714,   8320,   7840,  13616,   7664
     15779,   8288,   7936,  13648,   8192
     15839,   8304,   8224,  13632,   8208
     15899,   8288,   8304,  13632,   8144
     15959,   8304,   8000,  13648,   7824
     16019,   8288,   7840,  13616,   7600
     16079,   8320,   7888,  13632,   7920
     16139,   8288,   8336,  13600,   8352
     16199,   8304,   8080,  13616,   7904
     16259,   8304,   7760,  13632,   7760
     16319,   8288,   7936,  13632,   8016
     16379,   8304,   7936,  13600,   7984
     16439,   8272,   8256,  13616,   8128
     16504,   8272,   7792,  13648,   7680
     16564,   8288,   7760,  13648,   7776
     16624,   8272,   8352,  13632,   8192
     16684,   8288,   8224,  13616,   7840
     16744,   8288,   7760,  13616,   7728
     16804,   8320,   8272,  13648,   8368
     16864,   8288,   7888,  13632,   7760
     16924,   8320,   7840,  13664,   7824
     16984,   8288,   8512,  13648,   8144
     17044,   8336,   7744,  13632,   7728
     17104,   8320,   8384,  13616,   8304
     17169,   8272,   7776,  13616,   7648
     17229,   8304,   7808,  13648,   7792
     17289,   8304,   8096,  13648,   8192
     17349,   8288,   8384,  13616,   8176
     17409,   8304,   8192,  13648,   7792
     17469,   8320,   7824,  13648,   7632
     17529,   8304,   7904,  13632,   7984
     17589,   8336,   8352,  13648,   8128
     17649,   8304,   7984,  13632,   7680
     17709,   8304,   7792,  13616,   7664
     17769,   8320,   7952,  13616,   8032
     17829,   8288,   8432,  13616,   8224
     17894,   8272,   7760,  13664,   7728
     17954,   8272,   7840,  13600,   7872
     18014,   8304,   8368,  13616,   8144
     18074,   8336,   7888,  13648,   7632
     18134,   8320,   7872,  13600,   7936
     18194,   8304,   8352,  13648,   8368
     18254,   8320,   7728,  13632,   7744
     18314,   8304,   8400,  13648,   8192
     18374,   8304,   7792,  13616,   7744
     18434,   8336,   8160,  13600,   7808
     18494,   8288,   8528,  13648,   8272
     18554,   8288,   8112,  13664,   8192
     18619,   8304,   7856,  13616,   8000
     18679,   8272,   8160,  13664,   7952
     18739,   8288,   8240,  13648,   8160
     18799,   8288,   8272,  13632,   7872
     18859,   8304,   7808,  13632,   7664
     18919,   8288,   8048,  13616,   8176
     18979,   8272,   8288,  13616,   8080
     19039,   8336,   7792,  13664,   7728
     19099,   8288,   8256,  13600,   8224
     19159,   8320,   8352,  13648,   8256
     19219,   8304,   7856,  13648,   7712
     19284,   8304,   7872,  13648,   8208
     19344,   8304,   8368,  13632,   8272
     19404,   8304,   8320,  13616,   8128
     19464,   8304,   7840,  13616,   7600
     19524,   8304,   8400,  13600,   8272
     19584,   8336,   8032,  13648,   7696
     19644,   8288,   8032,  13648,   8160
     19704,   8320,   8176,  13632,   8000
     19764,   8320,   7760,  13616,   7632
