   1450216,   8272,   9408,  10864,   9952
   1450290,   8272,   9952,  11072,  10320
   1450350,   8208,   9520,  11248,  10016
   1450410,   8208,   9392,  11120,   9840
   1450470,   8240,   9456,  10928,   9728
   1450530,   8288,   9472,  10928,   9696
   1450590,   8208,   9440,  10912,   9744
   1450650,   8240,   9488,  10896,   9696
   1450710,   8224,   9600,  11216,   9696
   1450770,   8272,   9456,  11120,   9728
   1450830,   8256,   9488,  10816,   9824
   1450890,   8272,   9504,  10880,   9664
   1450954,   8208,   9696,  10864,  10048
   1451015,   8224,   9536,  11072,  10224
   1451075,   8208,  10128,  10976,  10272
   1451135,   8208,  10288,  10832,  10304
   1451195,   8272,  10064,  10928,  10112
   1451255,   8224,   9936,  10864,  10112
   1451315,   8240,  10128,  10896,   9664
   1451375,   8208,  10112,  10880,   9680
   1451435,   8224,   9632,  10880,   9664
   1451495,   8240,   9616,  10896,   9632
   1451555,   8256,   9488,  10912,   9696
   1451615,   8256,   9568,  10912,   9904
   1451680,   8256,  10064,  10880,  10224
   1451740,   8256,  10144,  10896,  10304
   1451800,   8208,  10128,  10880,  10160
   1451860,   8224,   9984,  10880,  10160
   1451920,   8256,   9792,  10848,  10352
   1451980,   8256,   9712,  10560,  10272
   1452040,   8240,   9616,  10800,  10320
   1452100,   8224,   9536,  11072,  10240
   1452160,   8256,   9568,  11008,  10240
   1452220,   8224,   9584,  10832,  10320
   1452280,   8256,   9680,  10864,  10336
   1452345,   8256,   9936,  10816,  10320
   1452405,   8272,   9568,  10848,  10192
   1452465,   8224,   9520,  10896,   9968
   1452525,   8224,   9632,  10832,  10112
   1452585,   8256,   9584,  10848,  10048
   1452645,   8224,   9536,  10832,  10208
   1452705,   8240,   9504,  10880,  10032
   1452765,   8224,   9712,  10816,   9648
   1452825,   8240,   9760,  10896,   9712
   1452885,   8240,  10288,  10880,  10032
   1452945,   8208,  10192,  10864,  10240
   1453005,   8256,  10128,  10864,  10288
   1453070,   8208,  10192,  10896,  10304
   1453130,   8208,   9840,  10864,   9952
   1453190,   8256,   9744,  10880,  10096
   1453250,   8208,   9504,  10896,   9760
   1453310,   8272,   9600,  10896,   9520
   1453370,   8256,  10080,  10928,   9632
   1453430,   8240,  10288,  10928,  10000
   1453490,   8256,   9936,  10896,  10048
   1453550,   8272,   9568,  10912,   9968
   1453610,   8240,   9584,  10896,   9648
   1453670,   8240,   9616,  10992,   9552
   1453730,   8256,   9904,  10896,   9648
   1453795,   8272,  10032,  10848,   9568
   1453855,   8272,   9664,  11168,   9584
   1453915,   8240,  10144,  10768,   9792
   1453975,   8240,  10288,  10864,   9888
   1454035,   8256,  10160,  10896,  10064
   1454095,   8256,  10176,  10784,  10432
   1454155,   8256,  10304,  10832,  10352
   1454215,   8224,  10176,  10960,  10384
   1454275,   8272,  10144,  10880,  10400
   1454335,   8240,  10128,  10944,  10256
   1454395,   8240,  10208,  10880,  10336
   1454460,   8240,  10176,  10880,   9808
   1454520,   8240,  10224,  10912,  10000
   1454580,   8256,  10112,  10912,  10000
   1454640,   8240,   9648,  10864,   9616
   1454700,   8256,   9712,  10880,  10064
   1454760,   8288,  10160,  10912,  10288
   1454820,   8256,  10288,  10848,  10192
   1454880,   8208,  10064,  10896,  10064
   1454940,   8256,   9904,  11392,  10080
   1455000,   8208,  10144,  10928,   9808
   1455060,   8272,  10096,  10576,   9808
   1455120,   8240,   9728,  10784,   9824
   1455185,   8256,   9600,  10800,  10000
   1455245,   8256,   9744,  10896,  10160
   1455305,   8208,   9600,  10896,  10016
   1455365,   8208,   9600,  10672,  10256
   1455425,   8272,   9680,  10912,  10320
   1455485,   8240,   9680,  10880,  10352
   1455545,   8240,  10000,  10512,  10464
   1455605,   8256,  10144,  10848,  10432
   1455665,   8240,  10384,  10944,  10480
   1455725,   8272,  10288,  10896,  10464
   1455785,   8240,  10208,  10704,  10464
   1455845,   8272,  10016,  10880,  10064
   1455910,   8224,   9760,  10944,  10384
   1455970,   8224,  10000,  10848,  10496
   1456030,   8272,  10256,  10768,  10512
   1456090,   8240,  10272,  10816,  10432
   1456150,   8240,  10256,  11136,  10256
   1456210,   8240,   9888,  10768,   9920
   1456270,   8288,   9664,  10912,   9984
   1456330,   8224,   9920,  10896,  10352
   1456390,   8240,   9712,  10768,  10336
   1456450,   8240,   9856,  10880,  10512
   1456510,   8256,  10096,  11008,  10624
   1456575,   8272,   9840,  10688,   9968
   1456635,   8272,   9728,  10864,   9984
   1456695,   8224,   9856,  10736,  10256
   1456755,   8240,   9824,  10832,  10528
   1456815,   8240,   9824,  10848,  10480
   1456875,   8272,  10016,  11024,  10544
   1456935,   8272,  10144,  11040,  10464
   1456995,   8272,  10320,  10864,  10608
   1457055,   8240,  10496,  10880,  10560
   1457115,   8240,  10416,  10848,  10480
   1457175,   8224,  10256,  10864,  10432
   1457235,   8288,  10160,  10784,  10128
   1457300,   8272,   9872,  10896,  10064
   1457360,   8256,   9888,  10576,  10016
   1457420,   8224,   9776,  10576,  10128
   1457480,   8272,   9808,  10992,  10304
   1457540,   8240,   9920,  10848,  10544
   1457600,   8272,  10384,  10912,  10512
   1457660,   8208,  10416,  10848,  10688
   1457720,   8240,   9888,  10896,  10032
   1457780,   8272,  10112,  10896,  10624
   1457840,   8256,  10448,  10896,  10448
   1457900,   8272,   9808,  10864,   9984
   1457960,   8240,  10400,  10896,  10688
   1458025,   8240,  10320,  10848,  10496
   1458085,   8272,   9792,  10832,  10016
   1458145,   8256,  10096,  10832,  10560
   1458205,   8240,  10352,  10864,  10160
   1458265,   8256,   9888,  10912,  10000
   1458325,   8240,   9792,  10944,  10272
   1458385,   8240,   9968,  10976,  10496
   1458445,   8224,  10352,  11024,  10448
   1458505,   8256,  10048,  11040,  10160
   1458565,   8272,   9936,  10784,  10208
   1458625,   8256,  10448,  10848,   9984
   1458690,   8256,  10448,  10896,  10656
   1458750,   8272,  10432,  10896,  10288
   1458810,   8208,   9872,  10912,   9984
   1458870,   8256,  10480,  10880,  10448
   1458930,   8240,  10336,  10864,  10400
   1458990,   8272,   9952,  10864,   9920
   1459050,   8256,  10240,  10880,  10432
   1459110,   8272,  10448,  10864,  10352
   1459170,   8272,   9840,  10912,   9888
   1459230,   8224,  10352,  10096,  10624
   1459290,   8288,  10560,  10688,  10448
   1459350,   8240,   9824,  10560,   9936
   1459415,   8288,  10592,  10736,  10464
   1459475,   8272,  10064,  10880,  10032
   1459535,   8240,   9856,  10896,  10032
   1459595,   8288,  10256,  10912,  10672
   1459655,   8256,  10512,  10736,  10416
   1459715,   8240,   9872,  10832,   9952
   1459775,   8240,  10208,  10864,  10592
   1459835,   8272,  10464,  10864,  10704
   1459895,   8272,  10272,  10832,  10240
   1459955,   8256,   9952,  10800,  10192
   1460015,   8240,  10544,  10848,  10208
   1460080,   8256,  10256,  10912,  10432
   1460140,   8288,  10048,  10880,  10032
   1460200,   8208,  10080,  11216,  10432
   1460260,   8240,   9936,  10816,  10096
   1460320,   8272,  10544,  10880,  10672
   1460380,   8272,  10064,  10992,  10352
   1460440,   8272,   9936,  11072,  10096
   1460500,   8272,  10688,  10864,  10256
   1460560,   8272,  10272,  10736,  10496
   1460620,   8272,  10064,  10896,  10112
   1460680,   8272,  10496,  11024,  10720
   1460740,   8256,   9952,  10768,  10080
   1460805,   8288,  10160,  10912,  10080
   1460865,   8272,  10608,  10832,  10528
   1460925,   8256,  10096,  10640,  10400
   1460985,   8224,   9936,  10880,  10112
   1461045,   8240,  10144,  10944,  10176
   1461105,   8224,  10464,  10608,  10736
   1461165,   8240,  10112,  10864,  10416
   1461225,   8272,   9936,  10928,  10192
   1461285,   8272,  10736,  10896,  10288
   1461345,   8240,  10144,  10880,  10368
   1461405,   8256,   9968,  10896,  10112
   1461465,   8256,  10416,  10864,  10032
   1461529,   8224,  10672,  10880,  10592
   1461590,   8240,  10080,  10848,  10288
   1461650,   8224,  10176,  10944,  10128
   1461710,   8272,  10544,  10832,  10752
   1461770,   8288,   9984,  10896,  10128
   1461830,   8272,  10656,  10832,  10592
   1461890,   8224,  10144,  10976,  10400
   1461950,   8272,  10016,  10848,  10112
   1462010,   8272,  10192,  10912,  10160
   1462070,   8272,  10384,  10832,  10336
   1462130,   8272,  10656,  10576,  10576
   1462194,   8224,  10608,  10864,  10720
   1462255,   8240,   9968,  10992,  10208
   1462315,   8256,  10576,  10912,  10128
   1462375,   8240,  10288,  10960,  10480
   1462435,   8272,  10208,  10720,  10144
   1462495,   8256,  10256,  10928,  10528
   1462555,   8240,   9952,  10592,  10112
   1462615,   8224,  10576,  11152,  10304
   1462675,   8224,  10272,  10752,  10592
   1462735,   8272,  10528,  10896,  10496
   1462795,   8224,  10352,  10656,  10576
   1462855,   8272,  10256,  10912,  10288
   1462920,   8208,  10768,  10912,  10656
   1462980,   8240,  10032,  10864,  10208
   1463040,   8272,  10640,  10880,  10688
   1463100,   8256,  10336,  10848,  10656
   1463160,   8272,   9984,  10848,  10192
   1463220,   8256,  10656,  10816,  10400
   1463280,   8256,  10160,  10880,  10480
   1463340,   8240,  10272,  10864,  10304
   1463400,   8224,  10640,  11056,  10848
   1463460,   8256,  10096,  10848,  10384
   1463520,   8240,  10128,  10816,  10224
   1463580,   8240,  10576,  10864,  10640
   1463645,   8256,  10384,  11072,  10336
   1463705,   8256,  10704,  10912,  10848
   1463765,   8272,  10128,  10656,  10448
   1463825,   8272,  10048,  10912,  10304
   1463885,   8240,  10064,  10864,  10224
   1463945,   8272,  10064,  10944,  10192
   1464005,   8240,  10080,  10896,  10160
   1464065,   8240,  10272,  10896,  10224
   1464125,   8240,  10272,  10960,  10240
   1464185,   8272,  10672,  10336,  10672
   1464245,   8240,  10720,  10752,  10816
   1464310,   8256,  10320,  10912,  10288
   1464370,   8272,  10608,  10848,  10544
   1464430,   8272,  10672,  10864,  10592
   1464490,   8240,  10880,  11008,  10848
   1464550,   8288,  10832,  10576,  10768
   1464610,   8256,  10496,  10912,  10480
   1464670,   8240,  10304,  10880,  10336
   1464730,   8256,  10496,  10880,  10432
   1464790,   8256,  10512,  10864,  10448
   1464850,   8240,  10816,  10864,  10720
   1464910,   8272,  10736,  10864,  10784
   1464970,   8240,  10800,  10864,  10800
   1465035,   8240,  10448,  10848,  10496
   1465095,   8288,  10704,  10864,  10768
   1465155,   8240,  10656,  10880,  10832
   1465215,   8240,  10400,  10880,  10608
